CAR_date,CAR_logtime,CAR_total_kills,CAR_enemy_kills,CAR_terminid_kills,CAR_automaton_kills,CAR_grenade_kills,CAR_melee_kills,CAR_eagle_kills,CAR_team_kills,CAR_shot_kills,CAR_shots_fired,CAR_shots_hit,CAR_deaths,CAR_total_strats_used,CAR_def_strats_used,CAR_eagle_strats_used,CAR_supply_strats_used,CAR_reinforce_strats_used,CAR_orbitals_used,CAR_successful_extractions,CAR_samples_collected,CAR_objectives_completed,CAR_missions_played,CAR_missions_won,CAR_inmission_time,CAR_total_XP_earned
8/14/2024,8:39 PM,55271,55169,33488,13433,1200,178,10855,102,43038,314813,165113,581,6925,67,2786,737,1174,1628,297,6544,1344,355,341,127,265823
