eom_day,eom_time,eom_mission,eom_faction,eom_kills,eom_team_kills,eom_melee_kills,eom_accuracy,eom_shots_fired,eom_shots_hit,eom_deaths,eom_stims_used,eom_stratagems_used,eom_times_reinforcing,eom_friendly_fire_dmg,eom_samples_extracted,eom_distance_traveled
8/12/2024,8:34 PM,Conduct Geological Survey,Automatons,269,2,0,49,1212,603,2,15,6,1,232,0,7
