eom_day,eom_time,eom_mission,eom_faction,eom_kills,eom_team_kills,eom_melee_kills,eom_accuracy,eom_shots_fired,eom_shots_hit,eom_deaths,eom_stims_used,eom_stratagems_used,eom_times_reinforcing,eom_friendly_fire_dmg,eom_samples_extracted,eom_distance_traveled
8/12/2024,9:27 PM,Eradicate Automaton Forces,Automatons,47,0,1,75,130,98,0,1,4,0,16,0,2
